city_x	station_id	request_date	answer_date	bike_available	name	address	banking	bonus	bike_stands	available_bike_stands	available_bikes	status	last_update	city_y	id	company	latitude	longitude	altitude	id_pollution	dist_bike_pollution
marseille	5103	2022-06-02T18:03:01	2022-06-02T20:04	1	5103-RUE GEORGES	RUE GEORGES - 28 RUE GEORGES	True	True	15	12.0	3.0	OPEN	1650455731000.0	marseille	5103	JCDeceaux	43.29748821146523	5.397731278573822	41.0	FR03002	0.854365260303771
marseille	1230	2022-06-02T18:01:21	2022-06-02T20:04	0	1230-ROOSEVELT - REFORMES	ROOSEVELT REFORMES - 7 COURS FRANKLIN ROOSEVELT	True	False	10	9.0	1.0	OPEN	1650455577000.0	marseille	1230	JCDeceaux	43.29908095432929	5.38661231791721	46.0	FR03047	0.3791407762086818
marseille	1345	2022-06-02T17:56:59	2022-06-02T20:04	0	1345 - SAINT CHARLES LECLERC ZATTARA	SAINT CHARLES LECLERC ZATTARA - AVENUE DU GENERAL LECLERC ANGLE RUE ANTOINE ZATTARA	True	False	12	7.0	5.0	OPEN	1650455168000.0	marseille	1345	JCDeceaux	43.30380276644441	5.377690136115547	57.0	FR03047	0.8940515287079419
marseille	8257	2022-06-02T18:03:55	2022-06-02T20:04	1	8257-RABATAU - TEISSEIRE	RABATAU TEISSEIRE - ANGLE BOULEVARD RABATAU ET FACE AU 68 RUE RAYMOND TEISSEIRE	True	False	15	15.0	0.0	OPEN	1650455604000.0	marseille	8257	JCDeceaux	43.27524269246836	5.396409806138883	22.0	FR03006	0.1563600524615806
marseille	9085	2022-06-02T18:02:22	2022-06-02T20:04	8	9085-SCHLOESING TEISSERE	SCHLOESSING TEISSERE - ANGLE BOULEVARD SCHLOESSING ET RUE RAYMOND TEISSERE	True	False	16	3.0	13.0	OPEN	1650455614000.0	marseille	9085	JCDeceaux	43.2693522531282	5.402740962235228	15.0	FR03006	0.9098790770589348
marseille	6100	2022-06-02T18:03:02	2022-06-02T20:04	7	6100-PAUL PEYTRAL	PAUL PEYTRAL - 35 BOULEVARD PAUL PEYTRAL	True	False	9	4.0	5.0	OPEN	1650455190000.0	marseille	6100	JCDeceaux	43.28998587906175	5.379124641857261	22.0	FR03047	0.84933628567149
marseille	1346	2022-06-02T18:01:29	2022-06-02T20:04	7	1346- REPUBLIQUE COUTELLERIE	REPUBLIQUE COUTELLERIE - RUE DE LA REPUBLIQUE ANGLE RUE DE LA COUTELLERIE	True	False	8	1.0	6.0	OPEN	1650455295000.0	marseille	1346	JCDeceaux	43.296824934966864	5.373860886192452	15.0	FR03047	0.7997701484700888
marseille	7349	2022-06-02T18:05:10	2022-06-02T20:04	11	7349 - LA CRIEE	28 Quai de Rive Neuve - angle rue Plan Fourmiguier	True	False	12	0.0	12.0	OPEN	1650455267000.0	marseille	7349	JCDeceaux	43.292601	5.368569	6.0	FR03047	1.3433460452086696
marseille	6023	2022-06-02T18:05:12	2022-06-02T20:04	20	6023 - QUAI SARRAIL	Niveau rue de Sèze	False	False	14	6.0	7.0	OPEN	1650455576000.0	lyon	6023	JCDeceaux	45.766821	4.841095	165.0	FR20003	0.2598942595992046
marseille	6023	2022-06-02T18:05:12	2022-06-02T20:04	20	6023- CASTELLANE	CASTELLANE - ROND POINT CASTELLANE DEVANT LE CAFE DE PARIS	True	False	20	9.0	11.0	OPEN	1650455529000.0	marseille	6023	JCDeceaux	43.2860463621229	5.3832855751021	34.0	FR03047	1.2135520228365744
marseille	9074	2022-06-02T18:03:42	2022-06-02T20:04	14	9074-MICHELET LUCE	MICHELET LUCE - ANGLE BOULEVARD MICHELET ET BOULEVARD LUCE	True	False	14	3.0	11.0	OPEN	1650455534000.0	marseille	9074	JCDeceaux	43.25850879475187	5.398913930872658	16.0	FR03045	1.02511639112358
marseille	4293	2022-06-02T17:58:33	2022-06-02T20:04	1	4293- BLANCARDE	BLANCARDE - GARE DE LA BLANCARDE	True	False	14	14.0	0.0	OPEN	1650455637000.0	marseille	4293	JCDeceaux	43.29626340517055	5.406000803377506	56.0	FR03002	0.8483948779091537
marseille	8313	2022-06-02T17:58:53	2022-06-02T20:04	7	8313- PARC PASTRE	PARC PASTRE - ANGLE AVENUE DE MONTREDON ET AVENUE D'OUTRE MER	True	False	10	10.0	0.0	OPEN	1650455147000.0	marseille	8313	JCDeceaux	43.23984252335505	5.366506599649465	14.0	FR03045	4.3182762783303055
marseille	5107	2022-06-02T17:59:30	2022-06-02T20:04	0	5107-BAILLE CONCEPTION	BAILLE CONCEPTION  - 145 BOULEVARD BAILLE	True	False	13	10.0	3.0	OPEN	1650455287000.0	marseille	5107	JCDeceaux	43.28872669088929	5.39403885378465	34.0	FR03002	0.5511686112993035
marseille	5107	2022-06-02T17:59:30	2022-06-02T20:04	0	Pontoise - La Tournelle	Pontoise - La Tournelle			23					paris	5107	Smovengo	48.85045800918843	2.352454275492188	30.0	FR04141	0.2938896217164141
marseille	2030	2022-06-02T18:00:50	2022-06-02T20:04	4	2030 - RÉPUBLIQUE / POULAILLERIE	Angle Poulaillerie / République	True	False	32	2.0	30.0	OPEN	1650455518000.0	lyon	2030	JCDeceaux	45.764079	4.835554	179.0	FR20003	0.5653489385488991
marseille	2030	2022-06-02T18:00:50	2022-06-02T20:04	4	2030-REPUBLIQUE DAMES	RPUBLIQUE DAMES - 68 BOULEVARD DES DAMES	True	False	5	0.0	5.0	OPEN	1650455251000.0	marseille	2030	JCDeceaux	43.30255028371949	5.369497428189588	18.0	FR03047	1.331148181494765
marseille	5058	2022-06-02T17:59:54	2022-06-02T20:04	0	5058 -SAKAKINI - SAINT PIERRE	SAKAKINI SAINT PIERRE - BOULEVARD SAKAKINI ANGLE RUE SAINT PIERRE	True	False	10	6.0	4.0	OPEN	1650455212000.0	marseille	5058	JCDeceaux	43.29280086354584	5.401285286456447	34.0	FR03002	0.3182267019915132
marseille	6237	2022-06-02T17:59:26	2022-06-02T20:04	0	6237-LIEUTAUD JULIEN	LIEUTAUD JULIEN - FACE AU 20 BOULEVARD THEODORE THURNER	True	False	10	9.0	1.0	OPEN	1650455467000.0	marseille	6237	JCDeceaux	43.2921244873688	5.38299269172725	39.0	FR03047	0.5382826572010667
marseille	1245	2022-06-02T18:04:53	2022-06-02T20:04	3	1245-GAMBETTA - LAFAYETTE	GAMBETTA LAFAYETTE - 6 ALLEES LEON GAMBETTA	True	False	15	3.0	12.0	OPEN	1650455717000.0	marseille	1245	JCDeceaux	43.29902793826475	5.381500046726694	26.0	FR03047	0.2697700301991922
marseille	8132	2022-06-02T17:57:40	2022-06-02T20:04	12	8132-PROMENADE POMPIDOU AMIRAL MUSELIER	PROMENADE POMPIDOU AMIRAL MUSELIER - PROMENADE GEORGES POMPIDOU DEVANT LA PLACE AMIRAL MUSELIER	True	False	15	3.0	12.0	OPEN	1650455363000.0	marseille	8132	JCDeceaux	43.26469407213291	5.373281108125947	6.0	FR03006	2.4107126912968835
marseille	8145	2022-06-02T18:01:59	2022-06-02T20:04	15	8145-ESCALE BORELY	ESCALE BORELY - ANGLE ESCALE BORELY ET AVENUE BONNEVEINE	True	False	20	16.0	4.0	OPEN	1650455138000.0	marseille	8145	JCDeceaux	43.25505597847173	5.376413023650641	1.0	FR03045	2.934481073653594
marseille	9219	2022-06-02T18:02:16	2022-06-02T20:04	6	9219-PUGETTE - ANDRE	PUGETTE ANDRE - ANGLE AVENUE DU GENERAL ANDRE FACE AU 23 BOULEVARD DE LA PUGETTE	True	False	15	3.0	12.0	OPEN	1650455621000.0	marseille	9219	JCDeceaux	43.26840514065314	5.400635371105712	13.0	FR03006	0.935594679366424
marseille	8134	2022-06-02T18:02:17	2022-06-02T20:04	0	8134-ROND POINT DU PRADO	ROND POINT DU PRADO - 300 AVENUE DU PRADO	True	False	21	8.0	13.0	OPEN	1650455364000.0	marseille	8134	JCDeceaux	43.27278734452526	5.391048744484495	18.0	FR03006	0.67054538274428
marseille	2341	2022-06-02T17:58:11	2022-06-02T20:04	12	2341- JOLIETTE FORBIN	JOLIETTE FORBIN - PLACE DE LA JOLIETTE ANGLE RUE DE FORBIN	True	False	15	10.0	5.0	OPEN	1650455566000.0	marseille	2341	JCDeceaux	43.3047137105911	5.36771555892562	11.0	FR03047	1.586400630416016
marseille	7027	2022-06-02T18:01:35	2022-06-02T20:04	12	7027-PLACE DU 4 SEPTEMBRE	2 RUE CAPITAINE DESSEMOND	True	False	14	8.0	6.0	OPEN	1650455414000.0	marseille	7027	JCDeceaux	43.2884327278463	5.3586207351308	21.0	FR03047	2.3072893756075348
marseille	8131	2022-06-02T17:57:26	2022-06-02T20:04	14	8131-PROMENADE POMPIDOU DAVID	PROMENADE POMPIDOU DAVID -  PROMENADE GEORGES POMPIDOU AU NIVEAU DU ROND POINT DE DAVID	True	False	15	1.0	13.0	OPEN	1650455728000.0	marseille	8131	JCDeceaux	43.26178202177259	5.374505152575336	0.0	FR03006	2.5190507589476243
marseille	6160	2022-06-02T18:04:48	2022-06-02T20:04	0	6160-153 PARADIS	153 PARADIS - 153 RUE PARADIS	True	False	14	12.0	2.0	OPEN	1650455612000.0	marseille	6160	JCDeceaux	43.28683835122117	5.379450180172236	36.0	FR03047	1.169418217753912
marseille	4111	2022-06-02T18:02:46	2022-06-02T20:04	3	4111-FOCH FAYOLLE	FOCH FAYOLLE - ANGLE AVENUE MARECHAL FOCH ET RUE MARECHAL FAYOLLE	True	False	20	17.0	3.0	OPEN	1650455473000.0	marseille	4111	JCDeceaux	43.301185515493664	5.398630311705657	60.0	FR03043	0.5676036526166481
marseille	2012	2022-06-02T18:00:20	2022-06-02T20:04	11	2012 - GAILLETON	3 PLACE GAILLETON	False	False	16	4.0	11.0	OPEN	1650455697000.0	lyon	2012	JCDeceaux	45.753455	4.833367	167.0	FR20004	0.3559994017508524
marseille	2012	2022-06-02T18:00:20	2022-06-02T20:04	11	2012-GRAND RUE	GRAND RUE - FACE AU 35 GRAND'RUE	True	False	20	9.0	11.0	OPEN	1650455211000.0	marseille	2012	JCDeceaux	43.2978095560818	5.37083509372786	12.0	FR03047	1.0644607423800476
marseille	2012	2022-06-02T18:00:20	2022-06-02T20:04	11	Choiseul - Quatre Septembre 	Choiseul - Quatre Septembre 			44					paris	2012	Smovengo	48.8699355331869	2.3359975218772893	46.0	FR04118	0.0775562086565961
marseille	1001	2022-06-02T18:05:06	2022-06-02T20:04	14	1001 - TERREAUX / TERME	Angle rue d'Algérie	True	False	16	6.0	10.0	OPEN	1650455539000.0	lyon	1001	JCDeceaux	45.767736	4.832114	185.0	FR20003	0.4326867524127865
marseille	1001	2022-06-02T18:05:06	2022-06-02T20:04	14	1001 - CANEBIERE REINE ELISABETH	CANEBIERE REINE ELISABETH - CANEBIERE ANGLE REINE ELISABETH	True	False	14	4.0	10.0	OPEN	1650455248000.0	marseille	1001	JCDeceaux	43.29568610985015	5.375339514183368	13.0	FR03047	0.6870075997658157
marseille	1001	2022-06-02T18:05:06	2022-06-02T20:04	14	Quai de l'Horloge - Pont Neuf	Quai de l'Horloge - Pont Neuf			17					paris	1001	Smovengo	48.857058739111096	2.341798283943937	42.0	FR04071	0.1386289913115939
marseille	2323	2022-06-02T18:02:02	2022-06-02T20:04	7	2323 -FORBIN PARIS	FORBIN PARIS - RUE DE FORBIN ANGLE BOULEVARD DE PARIS	True	False	13	3.0	10.0	OPEN	1650455661000.0	marseille	2323	JCDeceaux	43.30598895681527	5.37224035119238	38.0	FR03047	1.3760114665857015
marseille	2031	2022-06-02T18:04:55	2022-06-02T20:04	0	2031 - SCHUMANN LECA	32 Avenue Robert Schuman	True	False	15	15.0	0.0	OPEN	1650455642000.0	marseille	2031	JCDeceaux	43.301965	5.366478	12.0	FR03047	1.5412779694325411
marseille	9260	2022-06-02T18:01:15	2022-06-02T20:04	0	9260- MAZARGUES - ALMERAS	MAZARGUES ALMERAS - ANGLE AVENUE DE MAZARGUES ET IMPASSE ALMERAS	True	False	13	12.0	1.0	OPEN	1650455240000.0	marseille	9260	JCDeceaux	43.25096285100345	5.39517783172075	32.0	FR03045	1.6689386027197204
marseille	8144	2022-06-02T18:05:35	2022-06-02T20:04	1	8144-ESCALE BORELY POINTE ROUGE	ESCALE BORELY POINTE ROUGE - ESCALE BORELY EN DIRECTION DE L'AVENUE POINTE ROUGE	True	False	10	5.0	5.0	OPEN	1650455215000.0	marseille	8144	JCDeceaux	43.25394372546869	5.37599738915791	5.0	FR03045	2.993354456902138
marseille	8067	2022-06-02T18:03:40	2022-06-02T20:04	2	8067-PRADO GABES	PRADO GABES - AVENUE DU PRADO ANGLE BD DE GABES	True	False	15	6.0	9.0	OPEN	1650455378000.0	marseille	8067	JCDeceaux	43.2668438148239	5.38279581908046	10.0	FR03006	1.626049251785679
marseille	7062	2022-06-02T18:04:35	2022-06-02T20:04	13	7062 - GARIBALDI / DOMER	51 RUE DOMER	False	False	19	18.0	0.0	OPEN	1650455693000.0	lyon	7062	JCDeceaux	45.747735	4.85162	173.0	FR20070	0.2680072389041799
marseille	7062	2022-06-02T18:04:35	2022-06-02T20:04	13	7062-88 CORNICHE - KENNEDY	88 CORNICHE KENNEDY - 88 CORNICHE J.F. KENNEDY	True	False	15	7.0	8.0	OPEN	1650455440000.0	marseille	7062	JCDeceaux	43.284213979400505	5.349696475467313	3.0	FR03047	3.194942591266581
marseille	1210	2022-06-02T17:55:51	2022-06-02T20:04	22	1210-BEAUVAU - CANEBIERE	BEAUVAU CANEBIERE - RUE BEAUVAU	True	False	25	12.0	13.0	OPEN	1650455562000.0	marseille	1210	JCDeceaux	43.2954212560858	5.37516544677113	13.0	FR03047	0.7081413020099193
marseille	2327	2022-06-02T17:58:28	2022-06-02T20:04	9	2327- RÉPUBLIQUE PLUMIER	REPUBLIQUE PLUMIER - RUE DE LA REPUBLIQUE ANGLE RUE PLUMIER	True	False	10	6.0	4.0	OPEN	1650455695000.0	marseille	2327	JCDeceaux	43.30419015589816	5.367786407891749	11.0	FR03047	1.5501246750017854
marseille	1004	2022-06-02T18:03:26	2022-06-02T20:04	11	1004-GENERAL DE GAULLE PARADIS	GENERAL DE GAULLE PARADIS - PLACE GENERAL DE GAULLE FACE AU 11 RUE PARADIS	True	False	12	11.0	1.0	OPEN	1650455353000.0	marseille	1004	JCDeceaux	43.29494730625887	5.37602674729877	13.0	FR03047	0.6526270510948952
marseille	6020	2022-06-02T18:00:30	2022-06-02T20:04	3	6020 - MUSÉE GUIMET	Angle rue Morellet	False	False	15	13.0	2.0	OPEN	1650455530000.0	lyon	6020	JCDeceaux	45.774526	4.848443	177.0	FR20003	0.7154531782733653
marseille	6020	2022-06-02T18:00:30	2022-06-02T20:04	3	6020-PLACE DE LA CORDERIE	PLACE CORDERIE - AU CENTRE DE LA PLACE CORDERIE	True	False	15	14.0	1.0	OPEN	1650455347000.0	marseille	6020	JCDeceaux	43.29076433240633	5.372259932395231	36.0	FR03047	1.1615920701449678
marseille	6020	2022-06-02T18:00:30	2022-06-02T20:04	3	Place Saint-André des Arts	Place Saint-André des Arts			37					paris	6020	Smovengo	48.85288617388103	2.3426544293761253	49.0	FR04141	0.3135018660813052
marseille	5280	2022-06-02T18:00:43	2022-06-02T20:04	3	5280-CHAVE CAMAS	CHAVE CAMAS - BOULEVARD CHAVE ANGLE RUE DU CAMAS	True	False	13	13.0	0.0	OPEN	1650455350000.0	marseille	5280	JCDeceaux	43.29581102315005	5.396312199117862	40.0	FR03002	0.7238328152751843
marseille	7064	2022-06-02T17:58:00	2022-06-02T20:04	4	7064 - CROUS	96 RUE CHEVREUL	False	False	17	13.0	4.0	OPEN	1650455686000.0	lyon	7064	JCDeceaux	45.74541	4.847843	172.0	FR20070	0.4818906377844008
marseille	7064	2022-06-02T17:58:00	2022-06-02T20:04	4	7064-CORNICHE  LE PROPHETE	CORNICHE LE PROPHETE - 327 CORNICHE J.F KENNEDY FACE A LA PLAGE DU PROPHETE EN DIRECTION DU VIEUX PORT	True	False	16	14.0	2.0	OPEN	1650455299000.0	marseille	7064	JCDeceaux	43.27370831724611	5.362608275091751	37.0	FR03006	2.95125719980211
marseille	8270	2022-06-02T17:56:13	2022-06-02T20:04	0	8270 - RABATAU ST JOSEPH	43 boulevard Rabatau	True	False	20	19.0	1.0	OPEN	1650455230000.0	marseille	8270	JCDeceaux	43.274742	5.394318	23.0	FR03006	0.3195426840672839
marseille	8290	2022-06-02T17:58:25	2022-06-02T20:04	2	8290- POINTE ROUGE - MONTREDON	POINTE ROUGE MONTREDON - ANGLE AVENUE ODESSA ET AVENUE MONTREDON	True	False	17	7.0	10.0	OPEN	1650455301000.0	marseille	8290	JCDeceaux	43.24380205596327	5.370540756635374	0.0	FR03045	3.814171813020373
marseille	8262	2022-06-02T18:03:07	2022-06-02T20:04	12	8262-MAZARGUES-BARRAL	MAZARGUES BARRAL - ANGLE AVENUE DE MAZARGUES ET BOULEVARD BARRAL	True	False	12	6.0	6.0	OPEN	1650455235000.0	marseille	8262	JCDeceaux	43.263999455764186	5.392402358314715	17.0	FR03006	1.4449912515518462
marseille	1005	2022-06-02T18:04:39	2022-06-02T20:04	15	1005 - MEISSONNIER	Place Meissonier - Angle Sud-Est de la place	False	False	16	9.0	7.0	OPEN	1650455701000.0	lyon	1005	JCDeceaux	45.766073	4.832849	184.0	FR20003	0.4693795909995067
marseille	1005	2022-06-02T18:04:39	2022-06-02T20:04	15	1005-CENTRE BOURSE	CENTRE BOURSE - RUE BIR HAKEIM ENTREE CENTRE BOURSE	True	False	15	10.0	5.0	OPEN	1650455737000.0	marseille	1005	JCDeceaux	43.297138004748	5.377103061958931	20.0	FR03047	0.5211186056189633
marseille	1316	2022-06-02T17:57:30	2022-06-02T20:04	2	1316 -ST CHARLES FACULTÉ	SAINT CHARLES FACULTE - BOULEVARD GUSTAVE DESPLACES ANGLE AVENUE DU GENERAL LECLERC	True	True	15	11.0	4.0	OPEN	1650455295000.0	marseille	1316	JCDeceaux	43.304244359587024	5.378292250179226	48.0	FR03047	0.9110737763596076
marseille	7025	2022-06-02T17:56:54	2022-06-02T20:04	9	7025 - LACOUR / ARTILLERIE		True	False	20	0.0	19.0	OPEN	1650455233000.0	lyon	7025	JCDeceaux	45.729454	4.844228	165.0	FR20067	0.6249356674661425
marseille	7025	2022-06-02T17:56:54	2022-06-02T20:04	9	7025-LIVON PASTEUR	LIVON PASTEUR - BOULEVARD CHARLES LIVON ANGLE ESPLANADE DU PHARO	True	False	20	14.0	6.0	OPEN	1650455184000.0	marseille	7025	JCDeceaux	43.29198908246378	5.357823161216201	15.0	FR03047	2.244186339808163
marseille	7025	2022-06-02T17:56:54	2022-06-02T20:04	9	Octave Gréard - Tour Eiffel	Octave Gréard - Tour Eiffel			33					paris	7025	Smovengo	48.856502977695634	2.293178754328878	45.0	FR04060	0.077483658409011
marseille	2221	2022-06-02T18:05:15	2022-06-02T20:04	0	2221-91 LIBÉRATION	91 LIBERATION - 91 BOULEVARD DE LA LIBERATION	True	True	10	2.0	8.0	OPEN	1650455142000.0	marseille	2221	JCDeceaux	43.30050650960441	5.389298285180646	43.0	FR03047	0.6593411193734309
marseille	7146	2022-06-02T18:02:28	2022-06-02T20:04	9	7146-LIVON VIEUX PORT	LIVON VIEUX PORT - 36 BOULEVARD CHARLES LIVON	True	False	15	9.0	6.0	OPEN	1650455578000.0	marseille	7146	JCDeceaux	43.29224532184672	5.360224853219125	18.0	FR03047	2.0376654541245727
marseille	8065	2022-06-02T18:05:33	2022-06-02T20:04	8	8065-PROMENADE POMPIDOU PALM BEACH	PROMENADE POMPIDOU PALM BEACH - 6 PROMENADE GEORGES POMPIDOU	True	False	15	1.0	14.0	OPEN	1650455560000.0	marseille	8065	JCDeceaux	43.267272515671856	5.372088524255505	5.0	FR03006	2.360470455814384
marseille	4211	2022-06-02T17:59:33	2022-06-02T20:04	0	4211- DUPARC BLANCARDE	44 Boulevard Françoise DUPARC direction Conseil Général	True	False	16	15.0	1.0	OPEN	1650455648000.0	marseille	4211	JCDeceaux	43.302777	5.400826	43.0	FR03043	0.5976777022140682
marseille	5060	2022-06-02T17:56:41	2022-06-02T20:04	0	5060-SAKAKINI CHAVE	SAKAKINI CHAVE - 236 BOULEVARD CHAVE EN DIRECTION DE SAKAKINI	True	False	12	12.0	0.0	OPEN	1650455211000.0	marseille	5060	JCDeceaux	43.29570956843267	5.399877070301781	40.0	FR03002	0.6297123488257225
marseille	5024	2022-06-02T18:00:38	2022-06-02T20:04	0	5024-BAILLE PAURIOL	BAILLE PAURIOL - 114 BOULEVARD BAILLE ANGLE RUE PAURIOL	True	False	7	5.0	1.0	OPEN	1650455701000.0	marseille	5024	JCDeceaux	43.28781445588943	5.391331392803749	39.0	FR03002	0.8018271608924379
marseille	5024	2022-06-02T18:00:38	2022-06-02T20:04	0	Place Monge	Place Monge			21					paris	5024	Smovengo	48.842761803051	2.3524079471827	56.0	FR04014	0.9080125185775954
marseille	8255	2022-06-02T18:04:27	2022-06-02T20:04	6	8255-PRADO - PARADIS	PRADO PARADIS - 390 AVENUE DU PRADO	True	False	10	3.0	7.0	OPEN	1650455572000.0	marseille	8255	JCDeceaux	43.26954179693142	5.386273779435491	14.0	FR03006	1.209585914940876
marseille	4057	2022-06-02T18:01:51	2022-06-02T20:04	0	4057-PLACE SEBASTOPOL	PLACE SEBASTOPOL - 20 PLACE SEBASTOPOL	True	False	10	10.0	0.0	OPEN	1650455380000.0	marseille	4057	JCDeceaux	43.298680879912176	5.397216233775408	45.0	FR03043	0.7650777119817683
marseille	8093	2022-06-02T18:01:28	2022-06-02T20:04	8	8093-HAMBOURG ROND POINT GUERRE	HAMBOURG RONT POINT GUERRE - BOULEVARD DE HAMBOURG ANGLE ROND POINT PIERRE GUERRE	True	False	15	7.0	8.0	OPEN	1650455673000.0	marseille	8093	JCDeceaux	43.249867874570256	5.389411648303773	24.0	FR03045	2.129637544244132
marseille	1006	2022-06-02T18:03:20	2022-06-02T20:04	12	1006- SUBSISTANCES	12 QUAI ST VINCENT	False	False	22	14.0	8.0	OPEN	1650455670000.0	lyon	1006	JCDeceaux	45.767912	4.819872	177.0	FR20003	0.7213752392933566
marseille	1006	2022-06-02T18:03:20	2022-06-02T20:04	12	1006-COURS JEAN BALLARD	COURS JEAN BALLARD - 5 COURS JEAN BALLARD	True	False	14	4.0	10.0	OPEN	1650455428000.0	marseille	1006	JCDeceaux	43.29336790915692	5.374638177288532	15.0	FR03047	0.8338739606741519
marseille	1006	2022-06-02T18:03:20	2022-06-02T20:04	12	Grande Truanderie - Saint-Denis	Grande Truanderie - Saint-Denis			33					paris	1006	Smovengo	48.8626302	2.3498075	48.0	FR04055	0.1117348450298335
marseille	7138	2022-06-02T18:01:11	2022-06-02T20:04	0	7138-CORNICHE  ENDOUME	CORNICHE ENDOUME - 126 CORNICHE J.F. KENNEDY	True	False	15	7.0	8.0	OPEN	1650455187000.0	marseille	7138	JCDeceaux	43.28250633472905	5.350628425025786	24.0	FR03047	3.212492945043273
marseille	4342	2022-06-02T18:03:59	2022-06-02T20:04	1	4342 - FLAMMARION MONTRICHET	FLAMMARION MONTRICHET - PLACE LE VERRIER ANGLE BD FLAMMARION ET  BD MONTRICHET	True	False	10	10.0	0.0	OPEN	1650455241000.0	marseille	4342	JCDeceaux	43.305993453766845	5.393678259953781	66.0	FR03043	0.1194281794682528
marseille	8246	2022-06-02T18:01:26	2022-06-02T20:04	0	8246-PARADIS - LORD DUVEEN	PARADIS LORD DUVEEN - 395 RUE PARADIS	True	False	10	2.0	8.0	OPEN	1650455516000.0	marseille	8246	JCDeceaux	43.27561814777504	5.384455147739253	46.0	FR03006	1.0948755225165878
marseille	8053	2022-06-02T18:04:54	2022-06-02T20:04	5	8053 - LUMIERE / TROUILHET	6 RUE ANTOINE LUMIERE	False	False	16	15.0	0.0	OPEN	1650455733000.0	lyon	8053	JCDeceaux	45.743569	4.870083	177.0	FR20070	0.8746011559590706
marseille	8053	2022-06-02T18:04:54	2022-06-02T20:04	5	8053-PRADO - PERIER	PRADO PERIER - 127 AVENUE DU PRADO	True	False	13	0.0	13.0	OPEN	1650455387000.0	marseille	8053	JCDeceaux	43.27974214607358	5.387431047255536	26.0	FR03006	0.91699171606633
marseille	8053	2022-06-02T18:04:54	2022-06-02T20:04	5	Place Georges Guillaumin	Place Georges Guillaumin			29					paris	8053	Smovengo	48.874750203956566	2.301771435325988	65.0	FR04041	0.5760661261389479
marseille	3322	2022-06-02T17:56:09	2022-06-02T20:04	8	3322 - ARENC CHANTERAC	32 rue de Chanterac 13003 Marseille	True	False	20	10.0	10.0	OPEN	1650455620000.0	marseille	3322	JCDeceaux	43.3123370339008	5.3687418043728	4.0	FR03004	1.606682939728583
marseille	913	2022-06-02T18:02:13	2022-06-02T20:04	18	913 - PLAGE DES DAMES	36 Promenade du grand large 13008	True	False	21	12.0	9.0	OPEN	1650455332000.0	marseille	913	JCDeceaux	43.240392	5.362533	11.0	FR03045	4.572223924800975
marseille	1275	2022-06-02T18:02:22	2022-06-02T20:04	0	1275- JULIEN - 3 MAGES	JULIEN 3 MAGES - COURS JULIEN ANGLE RUE DES TROIS MAGES	True	False	7	4.0	3.0	OPEN	1650455154000.0	marseille	1275	JCDeceaux	43.29562159175117	5.382390401095631	41.0	FR03047	0.1633528619578793
marseille	8066	2022-06-02T18:04:32	2022-06-02T20:04	7	8066-MENDES FRANCE HUVEAUNE	MENDES FRANCE HUVEAUNE - AVENUE PEIRRE MENDES FRANCE DEVANT L'ENTREE DU PARC BORELY	True	False	18	11.0	7.0	OPEN	1650455551000.0	marseille	8066	JCDeceaux	43.260217853801166	5.37544360265886	0.0	FR03006	2.5770317173813657
marseille	3228	2022-06-02T18:02:57	2022-06-02T20:04	0	3228 -TOUR LA MARSEILLAISE	Boulevard Mirabeau angle Rue Jean Gaspard Vence	True	False	19	12.0	7.0	OPEN	1650455680000.0	marseille	3228	JCDeceaux	43.313486	5.367227	6.0	FR03004	1.7160174648642916
marseille	6187	2022-06-02T17:56:23	2022-06-02T20:04	2	6187-DELPUECH CORINTHE	DELPUECH CORINTHE - 29 BOULEVARD DELPUECH	True	False	15	1.0	14.0	OPEN	1650455501000.0	marseille	6187	JCDeceaux	43.28292930261343	5.39109605124139	25.0	FR03006	0.8947301222934686
marseille	8261	2022-06-02T18:05:29	2022-06-02T20:04	8	8261- 318 MAZARGUES	318 MAZARGUES - FACE AU 318 AVENUE DE MAZARGUES	True	False	15	14.0	0.0	OPEN	1650455463000.0	marseille	8261	JCDeceaux	43.26069960911792	5.393973899334583	16.0	FR03045	1.4213267726027172
marseille	7212	2022-06-02T18:00:27	2022-06-02T20:04	1	7212-SAINTE - NOTRE DAME	SAINTE NOTRE DAME - 70 RUE SAINTE ANGLE RUE FORT NOTRE DAME	True	False	10	2.0	8.0	OPEN	1650455332000.0	marseille	7212	JCDeceaux	43.291634709693945	5.371370384862697	36.0	FR03047	1.1724474695383984
marseille	8202	2022-06-02T17:58:08	2022-06-02T20:04	1	8202-397 PRADO	397 PRADO - 397 AVENUE DU PRADO	True	False	13	3.0	10.0	OPEN	1650455216000.0	marseille	8202	JCDeceaux	43.26869900851042	5.385552216536626	16.0	FR03006	1.3161997376301413
marseille	3321	2022-06-02T17:56:18	2022-06-02T20:04	0	3321 - BELLE DE MAI FRICHE	BELLE DE MAI FRICHE - ANGLE RUE GUIBAL ET RUE JOBIN	True	False	15	12.0	3.0	OPEN	1650455378000.0	marseille	3321	JCDeceaux	43.30958891338201	5.39024943158741	48.0	FR03043	0.6154636637431233
